516, 301
548, 274
602, 247
673, 219
831, 194
731, 166
871, 139
888, 112
909, 84
890, 23
717, 844
645, 795
593, 737
559, 687
798, 633
686, 626
616, 568
618, 535
788, 503
545, 471
534, 439
604, 375
540, 350
453, 647
320, 695
251, 795
134, 690
60, 658
84, 626
50, 595
22, 542
43, 525
25, 507
32, 489
14, 470
82, 455
68, 436
102, 419
218, 384
289, 322
280, 294
199, 271
210, 245
194, 219
159, 194
153, 143
909, 577
879, 926
